DBCODE,ENTITY,SITE,REACH_TYPE,DATE,INVERT_NO,LR_SUB,SUBSAMPLE_AREA,SUBSAMPLE_PROPORTION,TAXA,TAXA_RANK,INV_LIFESTAGE,MAG,INVERT_LENGTH,CONVERTED_LENGTH,TOT_CNT
AS010,2,"MACK",OG,2014-07-21,162,SUB,0.0469,0.1250,"Drunella","GENUS",N,4.00,7.0,1.80,1
AS010,2,"MACK",OG,2014-07-21,163,SUB,0.0469,0.1250,"Drunella","GENUS",N,4.00,7.0,1.80,1
AS010,2,"MACK",OG,2014-07-21,164,SUB,0.0469,0.1250,"Nemouridae","FAMILY",N,4.00,7.0,1.80,1
AS010,2,"MACK",OG,2014-07-21,165,SUB,0.0469,0.1250,"Baetis","GENUS",N,4.00,7.1,1.80,1
AS010,2,"MACK",OG,2014-07-21,166,SUB,0.0469,0.1250,"Drunella","GENUS",N,4.00,7.1,1.80,1
AS010,2,"MACK",OG,2014-07-21,167,SUB,0.0469,0.1250,"Drunella","GENUS",N,4.00,7.1,1.80,1
AS010,2,"MACK",OG,2014-07-21,168,SUB,0.0469,0.1250,"Drunella","GENUS",N,4.00,7.1,1.80,1
AS010,2,"MACK",OG,2014-07-21,169,SUB,0.0469,0.1250,"Drunella","GENUS",N,4.00,7.1,1.80,1
AS010,2,"MACK",OG,2014-07-21,170,SUB,0.0469,0.1250,"Chironomidae","FAMILY",N,1.00,1.8,1.80,1
AS010,2,"MACK",OG,2014-07-21,171,SUB,0.0469,0.1250,"Drunella","GENUS",N,4.00,7.2,1.80,1
AS010,2,"MACK",OG,2014-07-21,172,SUB,0.0469,0.1250,"Drunella","GENUS",N,4.00,7.2,1.80,1
AS010,2,"MACK",OG,2014-07-21,173,SUB,0.0469,0.1250,"Drunella","GENUS",N,4.00,7.2,1.80,1
AS010,2,"MACK",OG,2014-07-21,174,SUB,0.0469,0.1250,"Drunella","GENUS",N,4.00,7.2,1.80,1
AS010,2,"MACK",OG,2014-07-21,175,SUB,0.0469,0.1250,"Nemouridae","FAMILY",N,4.00,7.2,1.80,1
AS010,2,"MACK",OG,2014-07-21,176,SUB,0.0469,0.1250,"Perlidae","FAMILY",N,4.00,7.2,1.80,1
AS010,2,"MACK",OG,2014-07-21,177,SUB,0.0469,0.1250,"Perlidae","FAMILY",N,4.00,7.2,1.80,1
AS010,2,"MACK",OG,2014-07-21,178,SUB,0.0469,0.1250,"Yoraperla","GENUS",N,3.20,5.8,1.80,1
AS010,2,"MACK",OG,2014-07-21,179,SUB,0.0469,0.1250,"Yoraperla","GENUS",N,3.20,5.8,1.80,1
AS010,2,"MACK",OG,2014-07-21,180,SUB,0.0469,0.1250,"Drunella","GENUS",N,4.00,7.3,1.80,1
AS010,2,"MACK",OG,2014-07-21,181,SUB,0.0469,0.1250,"Drunella","GENUS",N,4.00,7.3,1.80,1
AS010,2,"MACK",OG,2014-07-21,182,SUB,0.0469,0.1250,"Perlidae","FAMILY",N,4.00,7.3,1.80,1
AS010,2,"MACK",OG,2014-07-21,183,SUB,0.0469,0.1250,"Perlidae","FAMILY",N,4.00,7.3,1.80,1
AS010,2,"MACK",OG,2014-07-21,184,SUB,0.0469,0.1250,"Baetis","GENUS",N,2.50,4.6,1.80,1
AS010,2,"MACK",OG,2014-07-21,185,SUB,0.0469,0.1250,"Drunella","GENUS",N,4.00,7.4,1.90,1
AS010,2,"MACK",OG,2014-07-21,186,SUB,0.0469,0.1250,"Drunella","GENUS",N,4.00,7.4,1.90,1
AS010,2,"MACK",OG,2014-07-21,187,SUB,0.0469,0.1250,"Rhyacophila","GENUS",N,5.00,9.3,1.90,1
AS010,2,"MACK",OG,2014-07-21,188,SUB,0.0469,0.1250,"Chironomidae","FAMILY",N,1.60,3.0,1.90,1
AS010,2,"MACK",OG,2014-07-21,189,SUB,0.0469,0.1250,"Cinygmula","GENUS",N,3.20,6.0,1.90,1
AS010,2,"MACK",OG,2014-07-21,190,SUB,0.0469,0.1250,"Cinygmula","GENUS",N,3.20,6.0,1.90,1
AS010,2,"MACK",OG,2014-07-21,191,SUB,0.0469,0.1250,"Nemouridae","FAMILY",N,3.20,6.0,1.90,1
AS010,2,"MACK",OG,2014-07-21,192,SUB,0.0469,0.1250,"Baetis","GENUS",N,4.00,7.5,1.90,1
AS010,2,"MACK",OG,2014-07-21,193,SUB,0.0469,0.1250,"Drunella","GENUS",N,4.00,7.5,1.90,1
AS010,2,"MACK",OG,2014-07-21,194,SUB,0.0469,0.1250,"Drunella","GENUS",N,4.00,7.5,1.90,1
AS010,2,"MACK",OG,2014-07-21,195,SUB,0.0469,0.1250,"Drunella","GENUS",N,4.00,7.5,1.90,1
AS010,2,"MACK",OG,2014-07-21,196,SUB,0.0469,0.1250,"Perlidae","FAMILY",N,4.00,7.5,1.90,1
AS010,2,"MACK",OG,2014-07-21,197,SUB,0.0469,0.1250,"Chironomidae","FAMILY",N,1.00,1.9,1.90,1
AS010,2,"MACK",OG,2014-07-21,198,SUB,0.0469,0.1250,"Chironomidae","FAMILY",N,1.00,1.9,1.90,1
AS010,2,"MACK",OG,2014-07-21,199,SUB,0.0469,0.1250,"Ceratopogonidae","FAMILY",N,1.00,1.9,1.90,1
AS010,2,"MACK",OG,2014-07-21,200,SUB,0.0469,0.1250,"Drunella","GENUS",N,4.00,7.6,1.90,1
AS010,2,"MACK",OG,2014-07-21,201,SUB,0.0469,0.1250,"Drunella","GENUS",N,4.00,7.6,1.90,1
AS010,2,"MACK",OG,2014-07-21,202,SUB,0.0469,0.1250,"Drunella","GENUS",N,4.00,7.6,1.90,1
AS010,2,"MACK",OG,2014-07-21,203,SUB,0.0469,0.1250,"Drunella","GENUS",N,4.00,7.6,1.90,1
AS010,2,"MACK",OG,2014-07-21,204,SUB,0.0469,0.1250,"Perlidae","FAMILY",N,4.00,7.6,1.90,1
AS010,2,"MACK",OG,2014-07-21,205,SUB,0.0469,0.1250,"Perlidae","FAMILY",N,4.00,7.6,1.90,1
AS010,2,"MACK",OG,2014-07-21,206,SUB,0.0469,0.1250,"Paraleptophlebia","GENUS",N,3.20,6.1,1.90,1
AS010,2,"MACK",OG,2014-07-21,207,SUB,0.0469,0.1250,"Baetis","GENUS",N,4.00,7.7,1.90,1
AS010,2,"MACK",OG,2014-07-21,208,SUB,0.0469,0.1250,"Baetis","GENUS",N,4.00,7.7,1.90,1
AS010,2,"MACK",OG,2014-07-21,209,SUB,0.0469,0.1250,"Drunella","GENUS",N,4.00,7.7,1.90,1
AS010,2,"MACK",OG,2014-07-21,210,SUB,0.0469,0.1250,"Drunella","GENUS",N,4.00,7.7,1.90,1
AS010,2,"MACK",OG,2014-07-21,211,SUB,0.0469,0.1250,"Cinygmula","GENUS",N,3.20,6.2,1.90,1
AS010,2,"MACK",OG,2014-07-21,212,SUB,0.0469,0.1250,"Cinygmula","GENUS",N,3.20,6.2,1.90,1
AS010,2,"MACK",OG,2014-07-21,213,SUB,0.0469,0.1250,"Cinygmula","GENUS",N,3.20,6.2,1.90,1
AS010,2,"MACK",OG,2014-07-21,214,SUB,0.0469,0.1250,"Baetis","GENUS",N,4.00,7.8,2.00,1
AS010,2,"MACK",OG,2014-07-21,215,SUB,0.0469,0.1250,"Baetis","GENUS",N,4.00,7.8,2.00,1
AS010,2,"MACK",OG,2014-07-21,216,SUB,0.0469,0.1250,"Drunella","GENUS",N,4.00,7.8,2.00,1
AS010,2,"MACK",OG,2014-07-21,217,SUB,0.0469,0.1250,"Yoraperla","GENUS",N,3.20,6.3,2.00,1
AS010,2,"MACK",OG,2014-07-21,218,SUB,0.0469,0.1250,"Drunella","GENUS",N,4.00,7.9,2.00,1
AS010,2,"MACK",OG,2014-07-21,219,SUB,0.0469,0.1250,"Perlidae","FAMILY",N,4.00,7.9,2.00,1
AS010,2,"MACK",OG,2014-07-21,220,SUB,0.0469,0.1250,"Perlidae","FAMILY",N,4.00,7.9,2.00,1
AS010,2,"MACK",OG,2014-07-21,221,SUB,0.0469,0.1250,"Chironomidae","FAMILY",N,1.00,2.0,2.00,1
AS010,2,"MACK",OG,2014-07-21,222,SUB,0.0469,0.1250,"Chironomidae","FAMILY",N,1.00,2.0,2.00,1
AS010,2,"MACK",OG,2014-07-21,223,SUB,0.0469,0.1250,"Chironomidae","FAMILY",N,1.00,2.0,2.00,1
AS010,2,"MACK",OG,2014-07-21,224,SUB,0.0469,0.1250,"Chironomidae","FAMILY",N,1.00,2.0,2.00,1
AS010,2,"MACK",OG,2014-07-21,225,SUB,0.0469,0.1250,"Chironomidae","FAMILY",N,1.00,2.0,2.00,1
AS010,2,"MACK",OG,2014-07-21,226,SUB,0.0469,0.1250,"Chironomidae","FAMILY",N,1.00,2.0,2.00,1
AS010,2,"MACK",OG,2014-07-21,227,SUB,0.0469,0.1250,"Chironomidae","FAMILY",N,1.00,2.0,2.00,1
AS010,2,"MACK",OG,2014-07-21,228,SUB,0.0469,0.1250,"Chironomidae","FAMILY",N,1.00,2.0,2.00,1
AS010,2,"MACK",OG,2014-07-21,229,SUB,0.0469,0.1250,"Baetis","GENUS",N,2.50,5.0,2.00,1
AS010,2,"MACK",OG,2014-07-21,230,SUB,0.0469,0.1250,"Baetis","GENUS",N,4.00,8.0,2.00,1
AS010,2,"MACK",OG,2014-07-21,231,SUB,0.0469,0.1250,"Baetis","GENUS",N,4.00,8.0,2.00,1
AS010,2,"MACK",OG,2014-07-21,232,SUB,0.0469,0.1250,"Baetis","GENUS",N,4.00,8.0,2.00,1
AS010,2,"MACK",OG,2014-07-21,233,SUB,0.0469,0.1250,"Drunella","GENUS",N,4.00,8.0,2.00,1
AS010,2,"MACK",OG,2014-07-21,234,SUB,0.0469,0.1250,"Drunella","GENUS",N,4.00,8.0,2.00,1
AS010,2,"MACK",OG,2014-07-21,235,SUB,0.0469,0.1250,"Drunella","GENUS",N,4.00,8.0,2.00,1
AS010,2,"MACK",OG,2014-07-21,236,SUB,0.0469,0.1250,"Drunella","GENUS",N,4.00,8.0,2.00,1
AS010,2,"MACK",OG,2014-07-21,237,SUB,0.0469,0.1250,"Perlidae","FAMILY",N,4.00,8.0,2.00,1
AS010,2,"MACK",OG,2014-07-21,238,SUB,0.0469,0.1250,"Perlidae","FAMILY",N,4.00,8.0,2.00,1
AS010,2,"MACK",OG,2014-07-21,239,SUB,0.0469,0.1250,"Perlidae","FAMILY",N,4.00,8.0,2.00,1
AS010,2,"MACK",OG,2014-07-21,240,SUB,0.0469,0.1250,"Drunella","GENUS",N,4.00,8.1,2.00,1
AS010,2,"MACK",OG,2014-07-21,241,SUB,0.0469,0.1250,"Drunella","GENUS",N,4.00,8.1,2.00,1
AS010,2,"MACK",OG,2014-07-21,242,SUB,0.0469,0.1250,"Drunella","GENUS",N,4.00,8.1,2.00,1
AS010,2,"MACK",OG,2014-07-21,243,SUB,0.0469,0.1250,"Drunella","GENUS",N,4.00,8.1,2.00,1
AS010,2,"MACK",OG,2014-07-21,244,SUB,0.0469,0.1250,"Drunella","GENUS",N,4.00,8.1,2.00,1
AS010,2,"MACK",OG,2014-07-21,245,SUB,0.0469,0.1250,"Perlidae","FAMILY",N,4.00,8.1,2.00,1
AS010,2,"MACK",OG,2014-07-21,246,SUB,0.0469,0.1250,"Perlidae","FAMILY",N,4.00,8.1,2.00,1
AS010,2,"MACK",OG,2014-07-21,247,SUB,0.0469,0.1250,"Cinygmula","GENUS",N,3.20,6.5,2.00,1
AS010,2,"MACK",OG,2014-07-21,248,SUB,0.0469,0.1250,"Yoraperla","GENUS",N,3.20,6.5,2.00,1
AS010,2,"MACK",OG,2014-07-21,249,SUB,0.0469,0.1250,"Baetis","GENUS",N,4.00,8.2,2.10,1
AS010,2,"MACK",OG,2014-07-21,250,SUB,0.0469,0.1250,"Baetis","GENUS",N,4.00,8.2,2.10,1
AS010,2,"MACK",OG,2014-07-21,251,SUB,0.0469,0.1250,"Drunella","GENUS",N,4.00,8.2,2.10,1
AS010,2,"MACK",OG,2014-07-21,252,SUB,0.0469,0.1250,"Drunella","GENUS",N,4.00,8.2,2.10,1
AS010,2,"MACK",OG,2014-07-21,253,SUB,0.0469,0.1250,"Perlidae","FAMILY",N,4.00,8.2,2.10,1
AS010,2,"MACK",OG,2014-07-21,254,SUB,0.0469,0.1250,"Cinygmula","GENUS",N,3.20,6.6,2.10,1
AS010,2,"MACK",OG,2014-07-21,255,SUB,0.0469,0.1250,"Drunella","GENUS",N,4.00,8.3,2.10,1
AS010,2,"MACK",OG,2014-07-21,256,SUB,0.0469,0.1250,"Perlidae","FAMILY",N,4.00,8.3,2.10,1
AS010,2,"MACK",OG,2014-07-21,257,SUB,0.0469,0.1250,"Paraleptophlebia","GENUS",N,3.20,6.7,2.10,1
AS010,2,"MACK",OG,2014-07-21,258,SUB,0.0469,0.1250,"Cinygmula","GENUS",N,3.20,6.7,2.10,1
AS010,2,"MACK",OG,2014-07-21,259,SUB,0.0469,0.1250,"Nemouridae","FAMILY",N,3.20,6.7,2.10,1
AS010,2,"MACK",OG,2014-07-21,260,SUB,0.0469,0.1250,"Chironomidae","FAMILY",N,1.00,2.1,2.10,1
AS010,2,"MACK",OG,2014-07-21,261,SUB,0.0469,0.1250,"Chironomidae","FAMILY",N,1.00,2.1,2.10,1
AS010,2,"MACK",OG,2014-07-21,262,SUB,0.0469,0.1250,"Chironomidae","FAMILY",N,1.00,2.1,2.10,1
AS010,2,"MACK",OG,2014-07-21,263,SUB,0.0469,0.1250,"Drunella","GENUS",N,4.00,8.4,2.10,1
AS010,2,"MACK",OG,2014-07-21,264,SUB,0.0469,0.1250,"Drunella","GENUS",N,4.00,8.4,2.10,1
AS010,2,"MACK",OG,2014-07-21,265,SUB,0.0469,0.1250,"Baetis","GENUS",N,4.00,8.5,2.10,1
AS010,2,"MACK",OG,2014-07-21,266,SUB,0.0469,0.1250,"Drunella","GENUS",N,4.00,8.5,2.10,1
AS010,2,"MACK",OG,2014-07-21,267,SUB,0.0469,0.1250,"Drunella","GENUS",N,4.00,8.5,2.10,1
AS010,2,"MACK",OG,2014-07-21,268,SUB,0.0469,0.1250,"Perlidae","FAMILY",N,4.00,8.5,2.10,1
AS010,2,"MACK",OG,2014-07-21,269,SUB,0.0469,0.1250,"Cinygmula","GENUS",N,3.20,6.9,2.20,1
AS010,2,"MACK",OG,2014-07-21,270,SUB,0.0469,0.1250,"Drunella","GENUS",N,4.00,8.7,2.20,1
AS010,2,"MACK",OG,2014-07-21,271,SUB,0.0469,0.1250,"Chironomidae","FAMILY",N,1.00,2.2,2.20,1
AS010,2,"MACK",OG,2014-07-21,272,SUB,0.0469,0.1250,"Drunella","GENUS",N,4.00,8.8,2.20,1
AS010,2,"MACK",OG,2014-07-21,273,SUB,0.0469,0.1250,"Paraleptophlebia","GENUS",N,3.20,7.1,2.20,1
AS010,2,"MACK",OG,2014-07-21,274,SUB,0.0469,0.1250,"Drunella","GENUS",N,4.00,8.9,2.20,1
AS010,2,"MACK",OG,2014-07-21,275,SUB,0.0469,0.1250,"Perlidae","FAMILY",N,4.00,8.9,2.20,1
AS010,2,"MACK",OG,2014-07-21,276,SUB,0.0469,0.1250,"Cinygmula","GENUS",N,3.20,7.2,2.30,1
AS010,2,"MACK",OG,2014-07-21,277,SUB,0.0469,0.1250,"Cinygmula","GENUS",N,3.20,7.2,2.30,1
AS010,2,"MACK",OG,2014-07-21,278,SUB,0.0469,0.1250,"Baetis","GENUS",N,4.00,9.1,2.30,1
AS010,2,"MACK",OG,2014-07-21,279,SUB,0.0469,0.1250,"Perlidae","FAMILY",N,4.00,9.1,2.30,1
AS010,2,"MACK",OG,2014-07-21,280,SUB,0.0469,0.1250,"Yoraperla","GENUS",N,3.20,7.3,2.30,1
AS010,2,"MACK",OG,2014-07-21,281,SUB,0.0469,0.1250,"Yoraperla","GENUS",N,3.20,7.3,2.30,1
AS010,2,"MACK",OG,2014-07-21,282,SUB,0.0469,0.1250,"Chironomidae","FAMILY",N,1.00,2.3,2.30,1
AS010,2,"MACK",OG,2014-07-21,283,SUB,0.0469,0.1250,"Chironomidae","FAMILY",N,1.00,2.3,2.30,1
AS010,2,"MACK",OG,2014-07-21,284,SUB,0.0469,0.1250,"Chironomidae","FAMILY",N,1.00,2.3,2.30,1
AS010,2,"MACK",OG,2014-07-21,285,SUB,0.0469,0.1250,"Chloroperlidae","FAMILY",N,4.00,9.3,2.30,1
AS010,2,"MACK",OG,2014-07-21,286,SUB,0.0469,0.1250,"Perlidae","FAMILY",N,4.00,9.3,2.30,1
AS010,2,"MACK",OG,2014-07-21,287,SUB,0.0469,0.1250,"Paraleptophlebia","GENUS",N,3.20,7.5,2.30,1
AS010,2,"MACK",OG,2014-07-21,288,SUB,0.0469,0.1250,"Paraleptophlebia","GENUS",N,3.20,7.5,2.30,1
AS010,2,"MACK",OG,2014-07-21,289,SUB,0.0469,0.1250,"Paraleptophlebia","GENUS",N,3.20,7.5,2.30,1
AS010,2,"MACK",OG,2014-07-21,290,SUB,0.0469,0.1250,"Cinygmula","GENUS",N,3.20,7.5,2.30,1
AS010,2,"MACK",OG,2014-07-21,291,SUB,0.0469,0.1250,"Perlodidae","FAMILY",N,3.20,7.5,2.30,1
AS010,2,"MACK",OG,2014-07-21,292,SUB,0.0469,0.1250,"Drunella","GENUS",N,4.00,9.4,2.40,1
AS010,2,"MACK",OG,2014-07-21,293,SUB,0.0469,0.1250,"Cinygmula","GENUS",N,3.20,7.6,2.40,1
AS010,2,"MACK",OG,2014-07-21,294,SUB,0.0469,0.1250,"Chironomidae","FAMILY",N,1.00,2.4,2.40,1
AS010,2,"MACK",OG,2014-07-21,295,SUB,0.0469,0.1250,"Baetis","GENUS",N,2.50,6.0,2.40,1
AS010,2,"MACK",OG,2014-07-21,296,SUB,0.0469,0.1250,"Drunella","GENUS",N,4.00,9.6,2.40,1
AS010,2,"MACK",OG,2014-07-21,297,SUB,0.0469,0.1250,"Cinygmula","GENUS",N,3.20,7.7,2.40,1
AS010,2,"MACK",OG,2014-07-21,298,SUB,0.0469,0.1250,"Paraleptophlebia","GENUS",N,3.20,7.8,2.40,1
AS010,2,"MACK",OG,2014-07-21,299,SUB,0.0469,0.1250,"Paraleptophlebia","GENUS",N,3.20,7.8,2.40,1
AS010,2,"MACK",OG,2014-07-21,300,SUB,0.0469,0.1250,"Cinygmula","GENUS",N,3.20,7.8,2.40,1
AS010,2,"MACK",OG,2014-07-21,301,SUB,0.0469,0.1250,"Baetis","GENUS",N,4.00,9.9,2.50,1
AS010,2,"MACK",OG,2014-07-21,302,SUB,0.0469,0.1250,"Chironomidae","FAMILY",N,1.00,2.5,2.50,1
AS010,2,"MACK",OG,2014-07-21,303,SUB,0.0469,0.1250,"Chironomidae","FAMILY",N,1.00,2.5,2.50,1
AS010,2,"MACK",OG,2014-07-21,304,SUB,0.0469,0.1250,"Chironomidae","FAMILY",N,1.00,2.5,2.50,1
AS010,2,"MACK",OG,2014-07-21,305,SUB,0.0469,0.1250,"Cinygmula","GENUS",N,3.20,8.0,2.50,1
AS010,2,"MACK",OG,2014-07-21,306,SUB,0.0469,0.1250,"Micrasema","GENUS",N,4.00,10.0,2.50,1
AS010,2,"MACK",OG,2014-07-21,307,SUB,0.0469,0.1250,"Cinygmula","GENUS",N,3.20,8.2,2.60,1
AS010,2,"MACK",OG,2014-07-21,308,SUB,0.0469,0.1250,"Perlidae","FAMILY",N,3.20,8.2,2.60,1
AS010,2,"MACK",OG,2014-07-21,309,SUB,0.0469,0.1250,"Yoraperla","GENUS",N,3.20,8.2,2.60,1
AS010,2,"MACK",OG,2014-07-21,310,SUB,0.0469,0.1250,"Yoraperla","GENUS",N,3.20,8.2,2.60,1
AS010,2,"MACK",OG,2014-07-21,311,SUB,0.0469,0.1250,"Chironomidae","FAMILY",N,1.00,2.6,2.60,1
AS010,2,"MACK",OG,2014-07-21,312,SUB,0.0469,0.1250,"Chironomidae","FAMILY",N,1.00,2.6,2.60,1
AS010,2,"MACK",OG,2014-07-21,313,SUB,0.0469,0.1250,"Chironomidae","FAMILY",N,1.00,2.6,2.60,1
AS010,2,"MACK",OG,2014-07-21,314,SUB,0.0469,0.1250,"Chironomidae","FAMILY",N,1.00,2.6,2.60,1
AS010,2,"MACK",OG,2014-07-21,315,SUB,0.0469,0.1250,"Paraleptophlebia","GENUS",N,3.20,8.4,2.60,1
AS010,2,"MACK",OG,2014-07-21,316,SUB,0.0469,0.1250,"Chloroperlidae","FAMILY",N,2.50,6.6,2.60,1
AS010,2,"MACK",OG,2014-07-21,317,SUB,0.0469,0.1250,"Simuliidae","FAMILY",N,0.63,1.7,2.70,1
AS010,2,"MACK",OG,2014-07-21,318,SUB,0.0469,0.1250,"Chironomidae","FAMILY",N,1.00,2.7,2.70,1
AS010,2,"MACK",OG,2014-07-21,319,SUB,0.0469,0.1250,"Baetis","GENUS",N,4.00,10.8,2.70,1
AS010,2,"MACK",OG,2014-07-21,320,SUB,0.0469,0.1250,"Baetis","GENUS",N,4.00,11.0,2.80,1
AS010,2,"MACK",OG,2014-07-21,321,SUB,0.0469,0.1250,"Nemouridae","FAMILY",N,3.20,9.0,2.80,1
AS010,2,"MACK",OG,2014-07-21,322,SUB,0.0469,0.1250,"Yoraperla","GENUS",N,3.20,9.0,2.80,1
AS010,2,"MACK",OG,2014-07-21,323,SUB,0.0469,0.1250,"Yoraperla","GENUS",N,3.20,9.0,2.80,1
AS010,2,"MACK",OG,2014-07-21,324,SUB,0.0469,0.1250,"Cinygmula","GENUS",N,3.20,9.1,2.80,1
AS010,2,"MACK",OG,2014-07-21,325,SUB,0.0469,0.1250,"Perlodidae","FAMILY",N,3.20,9.1,2.80,1
AS010,2,"MACK",OG,2014-07-21,326,SUB,0.0469,0.1250,"Cinygmula","GENUS",N,3.20,9.2,2.90,1
AS010,2,"MACK",OG,2014-07-21,327,SUB,0.0469,0.1250,"Chironomidae","FAMILY",N,1.00,2.9,2.90,1
AS010,2,"MACK",OG,2014-07-21,328,SUB,0.0469,0.1250,"Yoraperla","GENUS",N,3.20,9.3,2.90,1
AS010,2,"MACK",OG,2014-07-21,329,SUB,0.0469,0.1250,"Yoraperla","GENUS",N,3.20,9.3,2.90,1
AS010,2,"MACK",OG,2014-07-21,330,SUB,0.0469,0.1250,"Baetis","GENUS",N,4.00,11.7,2.90,1
AS010,2,"MACK",OG,2014-07-21,331,SUB,0.0469,0.1250,"Chironomidae","FAMILY",N,1.00,3.0,3.00,1
AS010,2,"MACK",OG,2014-07-21,332,SUB,0.0469,0.1250,"Chironomidae","FAMILY",N,0.63,1.9,3.00,1
AS010,2,"MACK",OG,2014-07-21,333,SUB,0.0469,0.1250,"Sweltsa","GENUS",N,2.50,7.6,3.00,1
AS010,2,"MACK",OG,2014-07-21,334,SUB,0.0469,0.1250,"Yoraperla","GENUS",N,3.20,9.9,3.10,1
AS010,2,"MACK",OG,2014-07-21,335,SUB,0.0469,0.1250,"Sweltsa","GENUS",N,2.50,7.8,3.10,1
AS010,2,"MACK",OG,2014-07-21,336,SUB,0.0469,0.1250,"Perlodidae","FAMILY",N,3.20,10.0,3.10,1
AS010,2,"MACK",OG,2014-07-21,337,SUB,0.0469,0.1250,"Paraleptophlebia","GENUS",N,3.20,10.1,3.20,1
AS010,2,"MACK",OG,2014-07-21,338,SUB,0.0469,0.1250,"Calineuria","GENUS",N,2.50,7.9,3.20,1
AS010,2,"MACK",OG,2014-07-21,339,SUB,0.0469,0.1250,"Chironomidae","FAMILY",N,0.63,2.0,3.20,1
AS010,2,"MACK",OG,2014-07-21,340,SUB,0.0469,0.1250,"Paraleptophlebia","GENUS",N,3.20,10.2,3.20,1
AS010,2,"MACK",OG,2014-07-21,341,SUB,0.0469,0.1250,"Cinygmula","GENUS",N,3.20,10.2,3.20,1
AS010,2,"MACK",OG,2014-07-21,342,SUB,0.0469,0.1250,"Sweltsa","GENUS",N,2.50,8.0,3.20,1
AS010,2,"MACK",OG,2014-07-21,343,SUB,0.0469,0.1250,"Calineuria","GENUS",N,2.50,8.2,3.30,1
AS010,2,"MACK",OG,2014-07-21,344,SUB,0.0469,0.1250,"Pteronarcella","GENUS",N,2.50,8.2,3.30,1
AS010,2,"MACK",OG,2014-07-21,345,SUB,0.0469,0.1250,"Yoraperla","GENUS",N,3.20,10.5,3.30,1
AS010,2,"MACK",OG,2014-07-21,346,SUB,0.0469,0.1250,"Yoraperla","GENUS",N,3.20,10.5,3.30,1
AS010,2,"MACK",OG,2014-07-21,347,SUB,0.0469,0.1250,"Chironomidae","FAMILY",N,1.00,3.3,3.30,1
AS010,2,"MACK",OG,2014-07-21,348,SUB,0.0469,0.1250,"Chironomidae","FAMILY",N,1.00,3.3,3.30,1
AS010,2,"MACK",OG,2014-07-21,349,LR,0.3750,1.0000,"Trichoptera","ORDER",N,2.00,6.6,3.30,1
AS010,2,"MACK",OG,2014-07-21,350,SUB,0.0469,0.1250,"Chironomidae","FAMILY",N,0.63,2.1,3.30,1
AS010,2,"MACK",OG,2014-07-21,351,SUB,0.0469,0.1250,"Chironomidae","FAMILY",N,0.63,2.1,3.30,1
AS010,2,"MACK",OG,2014-07-21,352,SUB,0.0469,0.1250,"Simuliidae","FAMILY",N,0.63,2.1,3.30,1
AS010,2,"MACK",OG,2014-07-21,353,SUB,0.0469,0.1250,"Paraleptophlebia","GENUS",N,3.20,10.7,3.30,1
AS010,2,"MACK",OG,2014-07-21,354,SUB,0.0469,0.1250,"Calineuria","GENUS",N,2.50,8.5,3.40,1
AS010,2,"MACK",OG,2014-07-21,355,SUB,0.0469,0.1250,"Paraleptophlebia","GENUS",N,3.20,11.0,3.40,1
AS010,2,"MACK",OG,2014-07-21,356,SUB,0.0469,0.1250,"Yoraperla","GENUS",N,3.20,11.0,3.40,1
AS010,2,"MACK",OG,2014-07-21,357,SUB,0.0469,0.1250,"Sweltsa","GENUS",N,2.50,8.6,3.40,1
AS010,2,"MACK",OG,2014-07-21,358,SUB,0.0469,0.1250,"Cinygmula","GENUS",N,3.20,11.2,3.50,1
AS010,2,"MACK",OG,2014-07-21,359,SUB,0.0469,0.1250,"Chironomidae","FAMILY",N,1.00,3.5,3.50,1
AS010,2,"MACK",OG,2014-07-21,360,SUB,0.0469,0.1250,"Yoraperla","GENUS",N,3.20,11.5,3.60,1
AS010,2,"MACK",OG,2014-07-21,361,SUB,0.0469,0.1250,"Chironomidae","FAMILY",N,1.00,3.6,3.60,1
AS010,2,"MACK",OG,2014-07-21,362,SUB,0.0469,0.1250,"Paraleptophlebia","GENUS",N,3.20,11.6,3.60,1
AS010,2,"MACK",OG,2014-07-21,363,SUB,0.0469,0.1250,"Paraleptophlebia","GENUS",N,3.20,11.6,3.60,1
AS010,2,"MACK",OG,2014-07-21,364,SUB,0.0469,0.1250,"Sweltsa","GENUS",N,2.50,9.1,3.60,1
AS010,2,"MACK",OG,2014-07-21,365,SUB,0.0469,0.1250,"Doroneuria","GENUS",N,2.50,9.1,3.60,1
AS010,2,"MACK",OG,2014-07-21,366,SUB,0.0469,0.1250,"Dixidae","FAMILY",N,0.63,2.3,3.70,1
AS010,2,"MACK",OG,2014-07-21,367,SUB,0.0469,0.1250,"Baetidae","FAMILY",N,0.63,2.3,3.70,1
AS010,2,"MACK",OG,2014-07-21,368,SUB,0.0469,0.1250,"Calineuria","GENUS",N,2.50,9.3,3.70,1
AS010,2,"MACK",OG,2014-07-21,369,SUB,0.0469,0.1250,"Pteronarcella","GENUS",N,2.50,9.3,3.70,1
AS010,2,"MACK",OG,2014-07-21,370,SUB,0.0469,0.1250,"Rhyacophila","GENUS",N,2.50,9.3,3.70,1
AS010,2,"MACK",OG,2014-07-21,371,SUB,0.0469,0.1250,"Rhyacophila","GENUS",N,2.50,9.3,3.70,1
